Query ID	Gene	Count	Class	Order	Taxon	Agreed taxon	match ID	Identical matches %	Alignment length	Number mismatches	Number gap openings	Start of alignment in query	End of alignment in query	Start of alignment in match	End of alignment in match	Expect value	Bit score
3633|NZAC03011869|Plot-6_Leaf-Litter|Subplot-I|Leaf-Litter|Staphylinidae	COI	1	Insecta	Coleoptera	Insecta	Staphylinidae	gi|743165203|gb|KM448026.1|	88.15	658	78	0	1	658	1	658	0	785
3732|NZAC03012802|Plot-5_Leaf-Litter|Subplot-I|Leaf-Litter|Endopterygota	COI	1	Insecta	Neoptera	Insecta	Endopterygota	gi|743172443|gb|KM450340.1|	85.43	659	94	2	1	658	1	658	0	702
3614|NZAC03010947|Plot-6_Leaf-Litter|Subplot-N|Leaf-Litter|Curculionidae	COI	1	Insecta	Coleoptera	Insecta	Curculionidae	gi|743168585|gb|KM449062.1|	83.89	658	106	0	1	658	1	658	3.00E-176	628
258|NZAC03011598|Plot-4_Pitfall-Trap|Subplot-P|Pitfall-Trap|Formicidae	COI	1	Insecta	Hymenoptera	Insecta	Formicidae	gi|386430900|gb|JQ808451.1|	88.47	642	72	2	1	641	1	641	0	774
3643|NZAC03012033|Plot-6_Leaf-Litter|Subplot-N|Leaf-Litter|Lepidoptera	COI	1	Insecta	Lepidoptera	Insecta	Lepidoptera	gi|529374195|gb|KF398732.1|	95.14	658	32	0	1	658	1	658	0	1038
205|NZAC03011527|Plot-4_Pitfall-Trap|Subplot-O|Pitfall-Trap|Hymenoptera	COI	2	Insecta	Hymenoptera	Insecta	Hymenoptera	gi|300390942|gb|GQ374671.1|	82.39	653	105	8	8	658	1	645	9.00E-156	560
2202|NZAC03011249|Plot-CM30c30_Leaf-Litter|Subplot-L|Leaf-Litter|Isopoda	COI	1	Malacostraca	Isopoda	Malacostraca	Isopoda	gi|320506145|gb|HQ922341.1|	79.61	662	127	8	1	658	1	658	6.00E-128	468
3674|NZAC03012786|Plot-5_Leaf-Litter|Subplot-I|Leaf-Litter|Eupulmonata	COI	1	Gastropoda	Gastropoda	Gastropoda	Eupulmonata	gi|429464652|gb|JX853543.1|	87.66	462	55	2	5	465	5	465	1.00E-148	536
587|NZAC03009336|Plot-CM30c30_Pitfall-Trap|Subplot-I|Pitfall-Trap|Diptera	COI	2	Insecta	Diptera	Insecta	Diptera	gi|613433006|gb|KJ130873.1|	89.65	657	68	0	2	658	43	699	0	837
489|NZAC03010625|Plot-6_Pitfall-Trap|Subplot-E|Pitfall-Trap|Staphylinidae	COI	1	Insecta	Coleoptera	Insecta	Staphylinidae	gi|743142010|gb|KM440523.1|	88.03	660	75	4	1	658	1	658	0	778
448|NZAC03010646|Plot-6_Pitfall-Trap|Subplot-A|Pitfall-Trap|Coleoptera	COI	1	Insecta	Coleoptera	Insecta	Coleoptera	gi|529378297|gb|KF400783.1|	83.86	663	97	10	1	658	1	658	1.00E-174	623
3393|NZAC03012716|Plot-3_Leaf-Litter|Subplot-N|Leaf-Litter|Isopoda	COI	1	Malacostraca	Isopoda	Malacostraca	Isopoda	gi|170180040|gb|EU364584.1|	80.93	603	113	2	15	616	4	605	9.00E-131	477
2324|NZAC03013878|Plot-LB1_Leaf-Litter|Subplot-E|Leaf-Litter|Diplopoda	COI	1	Diplopoda	Myriapoda	Myriapoda	Diplopoda	gi|166237056|gb|EU381069.1|	80.65	522	97	4	1	520	119	638	5.00E-108	401
3341|NZAC03012995|Plot-2_Leaf-Litter|Subplot-C|Leaf-Litter|Staphylinidae	COI	1	Insecta	Coleoptera	Insecta	Staphylinidae	gi|743161628|gb|KM446843.1|	81.18	611	106	9	1	606	4	610	2.00E-141	512
617|NZAC03006355|Plot-CM30c30_Pitfall-Trap|Subplot-N|Pitfall-Trap|Diptera	COI	2	Insecta	Diptera	Insecta	Diptera	gi|354549385|gb|JN705925.1|	90.27	658	64	0	1	658	14	671	0	861
120|NZAC03013666|Plot-3_Pitfall-Trap|Subplot-A|Pitfall-Trap|Lepidoptera	COI	1	Insecta	Lepidoptera	Insecta	Lepidoptera	gi|323112241|gb|HQ952294.1|	93.77	658	41	0	1	658	1	658	0	989
2354|NZAC03013936|Plot-LB1_Leaf-Litter|Subplot-E|Leaf-Litter|Staphylinidae	COI	1	Insecta	Coleoptera	Insecta	Staphylinidae	gi|302487332|gb|GQ980958.1|	88.87	656	73	0	3	658	1	656	0	808
2289|NZAC03014280|Plot-CM30c30_Leaf-Litter|Subplot-L|Leaf-Litter|Pseudoscorpiones	COI	1	Arachnida	Pseudoscorpiones	Arachnida	Pseudoscorpiones	gi|193075390|gb|EU559513.1|	85.28	659	93	4	1	657	1	657	0	676
1266|NZAC03013370|Plot-8_Leaf-Litter|Subplot-O|Leaf-Litter|Diptera	COI	1	Insecta	Diptera	Insecta	Diptera	gi|436907266|gb|KC192977.1|	87.86	659	78	2	1	658	42	699	0	774
564|NZAC03010717|Plot-CM30c30_Pitfall-Trap|Subplot-M|Pitfall-Trap|Coleoptera	COI	1	Insecta	Coleoptera	Insecta	Coleoptera	gi|743150378|gb|KM443193.1|	85.15	653	93	4	8	658	8	658	0	665
533|NZAC03010756|Plot-CM30c30_Pitfall-Trap|Subplot-M|Pitfall-Trap|Curculionidae	COI	1	Insecta	Coleoptera	Insecta	Curculionidae	gi|321275154|gb|GU987952.1|	84.95	658	99	0	1	658	1	658	0	667
1968|NZAC03012232|Plot-4_Leaf-Litter|Subplot-A|Leaf-Litter|Coleoptera	COI	1	Insecta	Coleoptera	Insecta	Coleoptera	gi|743148191|gb|KM442470.1|	84.5	658	92	8	6	658	6	658	3.00E-180	641
3267|NZAC03011341|Plot-2_Leaf-Litter|Subplot-C|Leaf-Litter|Lepidoptera	COI	1	Insecta	Lepidoptera	Insecta	Lepidoptera	gi|529389315|gb|KF406292.1|	92.49	626	47	0	1	626	4	629	0	896
3639|NZAC03011951|Plot-5_Leaf-Litter|Subplot-I|Leaf-Litter|Coleoptera	COI	1	Insecta	Coleoptera	Insecta	Coleoptera	gi|743157689|gb|KM445535.1|	83.95	623	89	7	4	622	41	656	5.00E-168	601
419|NZAC03010576|Plot-6_Pitfall-Trap|Subplot-A|Pitfall-Trap|Pancrustacea	COI	1	Arthropoda	Arthropoda	Arthropoda	Pancrustacea	gi|170180098|gb|EU364613.1|	81	621	116	2	39	658	21	640	3.00E-135	492
694|NZAC03009175|Plot-LB1_Pitfall-Trap|Subplot-O|Pitfall-Trap|Isopoda	COI	1	Malacostraca	Isopoda	Malacostraca	Isopoda	gi|332149602|dbj|AB626156.1|	81.87	651	118	0	8	658	13	663	2.00E-152	549
2048|NZAC03012009|Plot-6_Leaf-Litter|Subplot-I|Leaf-Litter|Diptera	COI	1	Insecta	Diptera	Insecta	Diptera	gi|635716805|gb|KJ209423.1|	87.54	658	82	0	1	658	1	658	0	765
3658|NZAC03013347|Plot-8_Leaf-Litter|Subplot-O|Leaf-Litter|Curculionidae	COI	1	Insecta	Coleoptera	Insecta	Curculionidae	gi|395459653|gb|JQ975013.1|	86.3	657	90	0	1	657	1	657	0	715
399|NZAC03011632|Plot-6_Pitfall-Trap|Subplot-B|Pitfall-Trap|Araneae	COI	2	Arachnida	Araneae	Arachnida	Araneae	gi|299019059|gb|HM376105.1|	88.32	659	75	2	1	658	1	658	0	789
163|NZAC03013540|Plot-3_Pitfall-Trap|Subplot-H|Pitfall-Trap|Coleoptera	COI	1	Insecta	Coleoptera	Insecta	Coleoptera	gi|743144753|gb|KM441431.1|	84.12	655	102	2	5	658	5	658	5.00E-178	634
184|NZAC03011535|Plot-3_Pitfall-Trap|Subplot-E|Pitfall-Trap|Diptera	COI	1	Insecta	Diptera	Insecta	Diptera	gi|635714781|gb|KJ208409.1|	86.93	658	84	2	1	657	1	657	0	739
1270|NZAC03013267|Plot-8_Leaf-Litter|Subplot-O|Leaf-Litter|Pseudoscorpiones	COI	1	Arachnida	Pseudoscorpiones	Arachnida	Pseudoscorpiones	gi|193075458|gb|EU559547.1|	79.93	613	109	12	50	655	50	655	5.00E-119	438
667|NZAC03009229|Plot-LB1_Pitfall-Trap|Subplot-L|Pitfall-Trap|Diptera	COI	1	Insecta	Diptera	Insecta	Diptera	gi|422899163|gb|JQ613835.1|	90.43	658	63	0	1	658	1	658	0	867
3693|NZAC03012697|Plot-5_Leaf-Litter|Subplot-I|Leaf-Litter|Hymenoptera	COI	1	Insecta	Hymenoptera	Insecta	Hymenoptera	gi|388613720|gb|JQ344864.1|	88.25	613	72	0	2	614	2	614	0	734
175|NZAC03011589|Plot-3_Pitfall-Trap|Subplot-E|Pitfall-Trap|Coleoptera	COI	1	Insecta	Coleoptera	Insecta	Coleoptera	gi|743140671|gb|KM440080.1|	88.36	653	76	0	5	657	5	657	0	785
2176|NZAC03010172|Plot-7_Leaf-Litter|Subplot-M|Leaf-Litter|Diptera	COI	1	Insecta	Diptera	Insecta	Diptera	gi|594607811|gb|KJ089576.1|	86.52	601	79	2	25	624	59	658	0	660
3405|NZAC03012744|Plot-3_Leaf-Litter|Subplot-N|Leaf-Litter|Hymenoptera	COI	1	Insecta	Hymenoptera	Insecta	Hymenoptera	gi|342786303|gb|JN300933.1|	83.41	621	97	5	2	618	3	621	4.00E-159	571
2204|NZAC03013153|Plot-CM30c30_Leaf-Litter|Subplot-L|Leaf-Litter|Coleoptera	COI	1	Insecta	Coleoptera	Insecta	Coleoptera	gi|743143053|gb|KM440869.1|	83.26	639	105	2	8	645	8	645	2.00E-163	586
3284|NZAC03011262|Plot-2_Leaf-Litter|Subplot-C|Leaf-Litter|Ptiliidae	COI	1	Insecta	Coleoptera	Insecta	Ptiliidae	gi|695086481|gb|KJ963915.1|	87.84	625	74	2	1	624	4	627	0	732
526|NZAC03010697|Plot-CM30c30_Pitfall-Trap|Subplot-M|Pitfall-Trap|Staphylinidae	COI	1	Insecta	Coleoptera	Insecta	Staphylinidae	gi|606238634|gb|KJ203596.1|	86	657	92	0	2	658	2	658	0	706
115|NZAC03013465|Plot-3_Pitfall-Trap|Subplot-A|Pitfall-Trap|Coleoptera	COI	1	Insecta	Coleoptera	Insecta	Coleoptera	gi|743170134|gb|KM449576.1|	82.83	658	111	2	1	657	1	657	4.00E-164	588
1948|NZAC03012237|Plot-4_Leaf-Litter|Subplot-A|Leaf-Litter|Poduromorpha	COI	1	Ellipura	Collembola	Hexapoda	Poduromorpha	gi|755468939|gb|KM610051.1|	83.08	650	108	2	6	654	47	695	9.00E-166	593
3669|NZAC03012484|Plot-8_Leaf-Litter|Subplot-O|Leaf-Litter|Lepidoptera	COI	1	Insecta	Lepidoptera	Insecta	Lepidoptera	gi|529387005|gb|KF405137.1|	92.2	654	51	0	5	658	5	658	0	926
2189|NZAC03010386|Plot-7_Leaf-Litter|Subplot-M|Leaf-Litter|Curculionidae	COI	1	Insecta	Coleoptera	Insecta	Curculionidae	gi|321274073|gb|GU213772.1|	84.45	656	98	4	5	658	5	658	0	643
2019|NZAC03012415|Plot-4_Leaf-Litter|Subplot-A|Leaf-Litter|Coleoptera	COI	1	Insecta	Coleoptera	Insecta	Coleoptera	gi|313180199|gb|HM909103.1|	86.68	653	83	4	8	658	8	658	0	721
641|NZAC03009250|Plot-LB1_Pitfall-Trap|Subplot-L|Pitfall-Trap|Coleoptera	COI	1	Insecta	Coleoptera	Insecta	Coleoptera	gi|630603157|gb|KJ003231.1|	97.96	392	8	0	113	504	1	392	0	684
2133|NZAC03013115|Plot-6_Leaf-Litter|Subplot-N|Leaf-Litter|Endopterygota	COI	1	Insecta	Neoptera	Insecta	Endopterygota	gi|743138659|gb|KM439418.1|	81.8	610	103	8	9	614	53	658	1.00E-139	507
3307|NZAC03011355|Plot-2_Leaf-Litter|Subplot-C|Leaf-Litter|Lepidoptera	COI	1	Insecta	Lepidoptera	Insecta	Lepidoptera	gi|529377055|gb|KF400162.1|	90.78	618	55	2	1	617	3	619	0	824
3302|NZAC03013012|Plot-2_Leaf-Litter|Subplot-C|Leaf-Litter|Curculionidae	COI	1	Insecta	Coleoptera	Insecta	Curculionidae	gi|695088655|gb|KJ965002.1|	85.76	611	87	0	2	612	5	615	0	647
727|NZAC03009093|Plot-LB1_Pitfall-Trap|Subplot-O|Pitfall-Trap|Diptera	COI	1	Insecta	Diptera	Insecta	Diptera	gi|594612737|gb|KJ092039.1|	88.77	659	72	2	1	658	1	658	0	808
